"strain1","strain2","pvalue","FDR","gxl"
"AKR/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"DBA/2J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"SM/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"LG/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"CE/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"A/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"LP/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"P/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"C58/J-control","C57BR/cdJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","C58/J-control",NA,FALSE,TRUE
"C57BL/6J-control","C58/J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","C58/J-control",NA,FALSE,TRUE
"A/J-control","C58/J-control",NA,FALSE,TRUE
"BALB/cJ-control","C58/J-control",NA,FALSE,TRUE
"AKR/J-control","C58/J-control",NA,FALSE,TRUE
"C3H/HeJ-control","C58/J-control",NA,FALSE,TRUE
"C57BLKS/J-control","C58/J-control",NA,FALSE,TRUE
"C57BR/cdJ-control","C58/J-control",NA,FALSE,TRUE
"BUB/BnJ-control","C58/J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"A/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"CE/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"PL/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"P/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"SM/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"DBA/2J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C58/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"LP/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","C58/J-fluoxetine",NA,FALSE,TRUE
"LG/J-control","C58/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","C58/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","CBA/J-control",NA,FALSE,TRUE
"C57BL/6J-control","CBA/J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","CBA/J-control",NA,FALSE,TRUE
"BALB/cJ-control","CBA/J-control",NA,FALSE,TRUE
"AKR/J-control","CBA/J-control",NA,FALSE,TRUE
"BUB/BnJ-control","CBA/J-control",NA,FALSE,TRUE
"C57BLKS/J-control","CBA/J-control",NA,FALSE,TRUE
"A/J-control","CBA/J-control",NA,FALSE,TRUE
"C58/J-control","CBA/J-control",NA,FALSE,TRUE
"C3H/HeJ-control","CBA/J-control",NA,FALSE,TRUE
"C57BR/cdJ-control","CBA/J-control",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"PL/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"LP/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"DBA/2J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"CE/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"C58/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"A/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C58/J-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"SM/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"P/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","CBA/J-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"LG/J-control","CBA/J-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","CE/J-control",NA,FALSE,TRUE
"C57BLKS/J-control","CE/J-control",NA,FALSE,TRUE
"BUB/BnJ-control","CE/J-control",NA,FALSE,TRUE
"C57BL/6J-control","CE/J-control",NA,FALSE,TRUE
"AKR/J-control","CE/J-control",NA,FALSE,TRUE
"129S1/SvImJ-control","CE/J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","CE/J-control",NA,FALSE,TRUE
"BALB/cJ-control","CE/J-control",NA,FALSE,TRUE
"C58/J-control","CE/J-control",NA,FALSE,TRUE
"C57BR/cdJ-control","CE/J-control",NA,FALSE,TRUE
"A/J-control","CE/J-control",NA,FALSE,TRUE
"C3H/HeJ-control","CE/J-control",NA,FALSE,TRUE
"DBA/2J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"P/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"CE/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"PL/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"SM/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"A/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"LP/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"C58/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"LG/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"CBA/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C58/J-fluoxetine","CE/J-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","CE/J-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","CE/J-fluoxetine",NA,FALSE,TRUE
"C58/J-control","DBA/2J-control",NA,FALSE,TRUE
"AKR/J-control","DBA/2J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","DBA/2J-control",NA,FALSE,TRUE
"129S1/SvImJ-control","DBA/2J-control",NA,FALSE,TRUE
"CBA/J-control","DBA/2J-control",NA,FALSE,TRUE
"A/J-control","DBA/2J-control",NA,FALSE,TRUE
"C57BLKS/J-control","DBA/2J-control",NA,FALSE,TRUE
"BUB/BnJ-control","DBA/2J-control",NA,FALSE,TRUE
"C57BL/6J-control","DBA/2J-control",NA,FALSE,TRUE
"C3H/HeJ-control","DBA/2J-control",NA,FALSE,TRUE
"BALB/cJ-control","DBA/2J-control",NA,FALSE,TRUE
"C57BR/cdJ-control","DBA/2J-control",NA,FALSE,TRUE
"CE/J-control","DBA/2J-control",NA,FALSE,TRUE
"A/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"CE/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"LP/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"DBA/2J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C58/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"PL/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C58/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"A/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"CE/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"SM/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"CBA/J-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"P/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","DBA/2J-fluoxetine",NA,FALSE,TRUE
"LG/J-control","DBA/2J-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","FVB/NJ-control",NA,FALSE,TRUE
"BUB/BnJ-control","FVB/NJ-control",NA,FALSE,TRUE
"CBA/J-control","FVB/NJ-control",NA,FALSE,TRUE
"BALB/cJ-control","FVB/NJ-control",NA,FALSE,TRUE
"C57BL/6J-control","FVB/NJ-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","FVB/NJ-control",NA,FALSE,TRUE
"A/J-control","FVB/NJ-control",NA,FALSE,TRUE
"C58/J-control","FVB/NJ-control",NA,FALSE,TRUE
"129S1/SvImJ-control","FVB/NJ-control",NA,FALSE,TRUE
"C57BR/cdJ-control","FVB/NJ-control",NA,FALSE,TRUE
"C3H/HeJ-control","FVB/NJ-control",NA,FALSE,TRUE
"DBA/2J-control","FVB/NJ-control",NA,FALSE,TRUE
"C57BLKS/J-control","FVB/NJ-control",NA,FALSE,TRUE
"CE/J-control","FVB/NJ-control",NA,FALSE,TRUE
"LP/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C58/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"DBA/2J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"A/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"CE/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"DBA/2J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"PL/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"CBA/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"P/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C58/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"CE/J-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"SM/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"LG/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","FVB/NJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","I/LnJ-control",NA,FALSE,TRUE
"AKR/J-control","I/LnJ-control",NA,FALSE,TRUE
"CBA/J-control","I/LnJ-control",NA,FALSE,TRUE
"129S1/SvImJ-control","I/LnJ-control",NA,FALSE,TRUE
"C57BL/6J-control","I/LnJ-control",NA,FALSE,TRUE
"BALB/cJ-control","I/LnJ-control",NA,FALSE,TRUE
"BUB/BnJ-control","I/LnJ-control",NA,FALSE,TRUE
"C58/J-control","I/LnJ-control",NA,FALSE,TRUE
"C57BR/cdJ-control","I/LnJ-control",NA,FALSE,TRUE
"DBA/2J-control","I/LnJ-control",NA,FALSE,TRUE
"A/J-control","I/LnJ-control",NA,FALSE,TRUE
"CE/J-control","I/LnJ-control",NA,FALSE,TRUE
"C57BLKS/J-control","I/LnJ-control",NA,FALSE,TRUE
"FVB/NJ-control","I/LnJ-control",NA,FALSE,TRUE
"C3H/HeJ-control","I/LnJ-control",NA,FALSE,TRUE
"DBA/2J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C58/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"AKR/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"A/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"NZB/BlNJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"CBA/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"LP/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"A/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"SWR/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BUB/BnJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"RIIIS/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"MRL/MpJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"CBA/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BALB/cJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"CE/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"DBA/2J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"I/LnJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"BTBR T+ tf/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"AKR/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"LG/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BLKS/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"NZW/LacJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"SM/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"PL/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"NOR/LtJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"FVB/NJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BR/cdJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"SJL/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"P/J-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C58/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C57BL/6J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"NOD/ShiLtJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"C3H/HeJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"CE/J-fluoxetine","I/LnJ-fluoxetine",NA,FALSE,TRUE
"MA/MyJ-control","I/LnJ-fluoxetine",NA,FALSE,TRUE
"129S1/SvImJ-control","LG/J-control",NA,FALSE,TRUE
"C58/J-control","LG/J-control",NA,FALSE,TRUE
"AKR/J-control","LG/J-control",NA,FALSE,TRUE
"BUB/BnJ-control","LG/J-control",NA,FALSE,TRUE
"DBA/2J-control","LG/J-control",NA,FALSE,TRUE
"CBA/J-control","LG/J-control",NA,FALSE,TRUE
"BALB/cJ-control","LG/J-control",NA,FALSE,TRUE
"A/J-control","LG/J-control",NA,FALSE,TRUE
"BTBR T+ tf/J-control","LG/J-control",NA,FALSE,TRUE
"C57BLKS/J-control","LG/J-control",NA,FALSE,TRUE
"FVB/NJ-control","LG/J-control",NA,FALSE,TRUE
"C57BR/cdJ-control","LG/J-control",NA,FALSE,TRUE
"C57BL/6J-control","LG/J-control",NA,FALSE,TRUE
